I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
105.48,95.72,115.24,149.4,120.12,105.48,95.72,37.16,56.68,71.32,22.52,51.8
87.71,77.95,92.59,121.87,97.47,82.83,77.95,24.27,34.03,48.67,4.75,34.03
23.29,13.53,28.17,57.45,33.05,18.41,8.65,-45.03,-40.15,-25.51,-64.55,-35.27
-47.92,-67.44,-52.8,-8.88,-33.28,-62.56,-62.56,-116.24,-111.36,-96.72,-130.88,-101.6
-82.39,-92.15,-82.39,-57.99,-72.63,-87.27,-106.79,-145.83,-150.71,-131.19,-170.23,-140.95
-73.37,-68.49,-53.85,-44.09,-68.49,-63.61,-88.01,-131.93,-136.81,-127.05,-166.09,-131.93
-8.83,-13.71,-3.95,15.57,-3.95,-8.83,-23.47,-67.39,-62.51,-57.63,-96.67,-67.39
64.32,35.04,44.8,98.48,83.84,39.92,49.68,10.64,15.52,20.4,-18.64,5.76
106.47,82.07,96.71,150.39,125.99,86.95,91.83,57.67,62.55,72.31,28.39,52.79
106.82,97.06,106.82,131.22,116.58,101.94,82.42,38.5,53.14,62.9,14.1,48.26
53.25,53.25,63.01,72.77,58.13,58.13,19.09,-19.95,-5.31,-0.43,-44.35,-10.19
-25.15,-10.51,4.13,-0.75,-25.15,-5.63,-54.43,-93.47,-88.59,-78.83,-117.87,-88.59
-73.84,-64.08,-54.32,-59.2,-73.84,-59.2,-108.0,-147.04,-142.16,-127.52,-171.44,-142.16
-88.13,-78.37,-58.85,-53.97,-83.25,-68.61,-112.53,-146.69,-146.69,-141.81,-175.97,-146.69
-31.34,-31.34,-21.58,-11.82,-26.46,-26.46,-70.38,-99.66,-99.66,-89.9,-119.18,-94.78
41.81,17.41,27.17,75.97,56.45,22.29,17.41,-21.63,-16.75,-16.75,-50.91,-11.87
96.59,81.95,96.59,135.63,111.23,86.83,77.07,42.91,52.67,47.79,8.75,42.91
115.37,110.49,120.25,139.77,120.25,115.37,90.97,56.81,61.69,61.69,22.65,56.81
71.14,71.14,85.78,100.42,76.02,76.02,46.74,7.7,22.34,17.46,-21.58,12.58
9.69,9.69,14.57,19.45,9.69,9.69,-29.35,-78.15,-53.75,-63.51,-92.79,-58.63
-49.85,-49.85,-49.85,-49.85,-49.85,-49.85,-103.53,-142.57,-132.81,-127.93,-162.09,-132.81
-72.5,-77.38,-77.38,-67.62,-72.5,-77.38,-135.94,-174.98,-160.34,-165.22,-194.5,-160.34
-36.17,-50.81,-55.69,-36.17,-31.29,-55.69,-104.49,-148.41,-133.77,-133.77,-163.05,-128.89
17.74,12.86,22.62,42.14,22.62,17.74,-31.06,-70.1,-70.1,-70.1,-84.74,-50.58
66.77,91.17,120.45,115.57,66.77,105.81,42.37,-1.55,3.33,-1.55,-6.43,17.97
112.86,117.74,132.38,142.14,117.74,122.62,78.7,29.9,44.54,29.9,25.02,54.3
90.21,99.97,114.61,114.61,90.21,104.85,46.29,-2.51,7.25,-2.51,-2.51,21.89
25.79,35.55,50.19,50.19,25.79,40.43,-23.01,-66.93,-57.17,-71.81,-57.17,-42.53
-40.54,-40.54,-30.78,-21.02,-35.66,-35.66,-94.22,-147.9,-128.38,-138.14,-128.38,-108.86
-84.77,-99.41,-84.77,-45.73,-70.13,-94.53,-128.69,-182.37,-167.73,-177.49,-172.61,-148.21
-65.99,-70.87,-61.11,-41.59,-61.11,-65.99,-109.91,-168.47,-158.71,-153.83,-158.71,-124.55
-6.33,-11.21,-1.45,18.07,-1.45,-6.33,-55.13,-108.81,-108.81,-103.93,-103.93,-69.77
61.94,52.18,66.82,96.1,71.7,57.06,18.02,-35.66,-40.54,-30.78,-16.14,3.38
104.09,104.09,123.61,143.13,113.85,113.85,69.93,11.37,-3.27,1.61,26.01,45.53
104.44,84.92,99.56,143.48,119.08,89.8,55.64,1.96,-12.68,-7.8,-2.92,31.24
50.87,31.35,45.99,89.91,65.51,36.23,6.95,-51.61,-61.37,-66.25,-56.49,-17.45
-32.41,-27.53,-3.13,16.39,-22.65,-17.77,-66.57,-130.01,-139.77,-139.77,-130.01,-100.73
-85.98,-85.98,-61.58,-37.18,-76.22,-76.22,-129.9,-183.58,-193.34,-198.22,-188.46,-159.18
-85.63,-90.51,-70.99,-41.71,-75.87,-80.75,-129.55,-188.11,-192.99,-192.99,-192.99,-158.83
-38.6,-43.48,-23.96,5.32,-28.84,-33.72,-82.52,-150.84,-150.84,-155.72,-150.84,-121.56
34.55,39.43,58.95,73.59,39.43,49.19,-14.25,-82.57,-87.45,-82.57,-77.69,-53.29
99.09,99.09,113.73,128.37,103.97,103.97,50.29,-22.91,-32.67,-27.79,-3.39,11.25
108.11,112.99,132.51,147.15,112.99,122.75,59.31,-18.77,-28.53,-23.65,0.75,25.15
68.76,83.4,102.92,102.92,68.76,93.16,24.84,-53.24,-72.76,-67.88,-33.72,-14.2
7.31,12.19,21.95,26.83,7.31,17.07,-46.37,-124.45,-143.97,-134.21,-109.81,-85.41
-61.99,-71.75,-57.11,-27.83,-52.23,-66.87,-110.79,-188.87,-203.51,-208.39,-179.11,-144.95
-84.64,-99.28,-84.64,-45.6,-70.0,-94.4,-138.32,-216.4,-235.92,-226.16,-201.76,-172.48
-67.83,-77.59,-48.31,-4.39,-48.31,-62.95,-97.11,-180.07,-194.71,-194.71,-165.43,-136.15
0.72,-13.92,15.36,69.04,20.24,0.72,-33.44,-111.52,-121.28,-121.28,-96.88,-67.6
79.03,64.39,83.91,127.83,93.67,74.15,35.11,-47.85,-57.61,-57.61,-28.33,-3.93
100.72,90.96,120.24,164.16,120.24,105.6,66.56,-21.28,-31.04,-21.28,-1.76,32.4
87.83,73.19,92.71,136.63,102.47,82.95,48.79,-43.93,-58.57,-48.81,-24.41,14.63
18.53,3.89,28.29,77.09,38.05,13.65,-20.51,-108.35,-127.87,-118.11,-88.83,-59.55
-52.68,-67.32,-42.92,5.88,-33.16,-57.56,-91.72,-184.44,-203.96,-194.2,-164.92,-130.76
-87.15,-92.03,-72.51,-43.23,-77.39,-82.27,-131.07,-214.03,-238.43,-233.55,-209.15,-174.99
-73.25,-83.01,-63.49,-29.33,-58.61,-73.25,-112.29,-200.13,-229.41,-229.41,-195.25,-161.09
-8.71,-23.35,-8.71,30.33,5.93,-18.47,-57.51,-145.35,-169.75,-169.75,-140.47,-96.55
64.44,40.04,54.68,108.36,83.96,44.92,15.64,-72.2,-91.72,-96.6,-38.04,-23.4
106.59,82.19,101.71,160.27,126.11,91.95,57.79,-39.81,-44.69,-49.57,-10.53,18.75
102.06,92.3,111.82,145.98,116.7,102.06,58.14,-44.34,-54.1,-54.1,-15.06,23.98
48.49,38.73,58.25,92.41,63.13,48.49,-5.19,-97.91,-107.67,-102.79,-68.63,-24.71
-34.79,-54.31,-25.03,33.53,-10.39,-39.67,-73.83,-171.43,-190.95,-176.31,-147.03,-93.35
-88.36,-107.88,-78.6,-20.04,-63.96,-93.24,-127.4,-225.0,-244.52,-234.76,-200.6,-151.8
-92.89,-117.29,-88.01,-19.69,-68.49,-102.65,-131.93,-229.53,-253.93,-244.17,-205.13,-156.33
-36.1,-65.38,-45.86,17.58,-11.7,-55.62,-84.9,-172.74,-206.9,-202.02,-153.22,-114.18
41.93,7.77,22.41,90.73,66.33,12.65,-6.87,-99.59,-128.87,-128.87,-75.19,-41.03
96.71,57.67,77.19,155.27,125.99,67.43,52.79,-39.93,-74.09,-59.45,-25.29,13.75
95.97,76.45,110.61,174.05,120.37,91.09,71.57,-21.15,-45.55,-45.55,3.25,32.53
56.62,27.34,61.5,139.58,85.9,41.98,32.22,-65.38,-80.02,-84.9,-50.74,-6.82
-9.71,-38.99,-9.71,63.49,19.57,-24.35,-38.99,-141.47,-156.11,-160.99,-121.95,-78.03
-69.25,-98.53,-74.13,-5.81,-44.85,-88.77,-113.17,-210.77,-225.41,-220.53,-191.25,-152.21
-91.9,-126.06,-101.66,-23.58,-62.62,-116.3,-135.82,-233.42,-257.82,-252.94,-199.26,-174.86
-65.33,-84.85,-55.57,2.99,-40.93,-70.21,-109.25,-201.97,-226.37,-226.37,-167.81,-148.29
8.1,-16.3,8.1,71.54,32.5,-6.54,-35.82,-128.54,-157.82,-157.82,-109.02,-74.86
76.65,42.49,66.89,144.97,105.93,52.25,27.85,-74.63,-94.15,-89.27,-25.83,-11.19
108.1,83.7,108.1,171.54,132.5,93.46,69.06,-33.42,-52.94,-67.58,-4.14,25.14
85.45,70.81,95.21,144.01,104.97,80.57,36.65,-60.95,-85.35,-95.11,-51.19,-2.39
16.15,6.39,35.67,79.59,35.67,21.03,-37.53,-130.25,-149.77,-159.53,-115.61,-71.69
-45.3,-59.94,-40.42,3.5,-30.66,-50.18,-103.86,-201.46,-216.1,-225.86,-186.82,-142.9
-89.53,-118.81,-94.41,-26.09,-65.13,-109.05,-143.21,-240.81,-250.57,-260.33,-216.41,-172.49
-75.63,-109.79,-85.39,-7.31,-46.35,-100.03,-129.31,-226.91,-246.43,-251.31,-207.39,-158.59
-15.97,-35.49,-11.09,42.59,3.55,-25.73,-74.53,-172.13,-191.65,-191.65,-152.61,-103.81
37.66,32.78,76.7,130.38,62.06,52.3,-1.38,-98.98,-118.5,-123.38,-79.46,-30.66
94.45,65.17,99.33,177.41,123.73,79.81,60.29,-37.31,-71.47,-71.47,-27.55,21.25
89.92,55.76,89.92,177.76,124.08,70.4,55.76,-41.84,-71.12,-66.24,-32.08,21.6
36.35,11.95,46.11,119.31,65.63,26.59,-2.69,-90.53,-124.69,-129.57,-90.53,-31.97
-32.29,-46.93,-17.65,36.03,-12.77,-32.29,-71.33,-168.93,-198.21,-203.09,-164.05,-105.49
-90.74,-100.5,-66.34,-17.54,-71.22,-85.86,-139.54,-227.38,-256.66,-261.54,-222.5,-163.94
-85.51,-105.03,-80.63,-26.95,-65.99,-95.27,-144.07,-241.67,-256.31,-261.19,-212.39,-168.47
-33.6,-62.88,-43.36,20.08,-9.2,-53.12,-82.4,-189.76,-204.4,-214.16,-160.48,-116.56
34.67,5.39,29.79,98.11,59.07,15.15,-9.25,-111.73,-131.25,-136.13,-87.33,-43.41
94.33,65.05,89.45,157.77,118.73,74.81,50.41,-52.07,-71.59,-76.47,-37.43,11.37
93.59,74.07,113.11,181.43,122.87,93.59,54.55,-43.05,-67.45,-67.45,-33.29,15.51
59.12,39.6,73.76,137.2,83.52,54.24,20.08,-77.52,-106.8,-111.68,-67.76,-18.96
-2.33,-31.61,-7.21,61.11,22.07,-21.85,-46.25,-143.85,-178.01,-178.01,-143.85,-85.29
-76.51,-110.67,-76.51,11.33,-42.35,-96.03,-110.67,-208.27,-237.55,-242.43,-193.63,-144.83
-99.16,-128.44,-94.28,-16.2,-69.88,-113.8,-143.08,-235.8,-260.2,-269.96,-226.04,-172.36
-57.95,-82.35,-57.95,5.49,-33.55,-72.59,-116.51,-204.35,-228.75,-238.51,-199.47,-140.91
5.72,-18.68,10.6,78.92,30.12,-4.04,-47.96,-140.68,-165.08,-169.96,-130.92,-67.48
74.27,49.87,79.15,147.47,98.67,64.51,25.47,-62.37,-81.89,-96.53,-37.97,5.95
95.96,76.44,115.48,183.8,125.24,95.96,56.92,-30.92,-60.2,-69.96,-1.64,32.52
78.19,44.03,78.19,166.03,112.35,58.67,39.15,-48.69,-82.85,-82.85,-19.41,19.63
23.53,-0.87,23.53,86.97,47.93,8.89,-30.15,-122.87,-157.03,-157.03,-103.35,-54.55
-52.56,-67.2,-37.92,15.76,-33.04,-52.56,-101.36,-198.96,-233.12,-238.0,-184.32,-130.64
-101.67,-116.31,-77.27,-13.83,-77.27,-96.79,-130.95,-228.55,-267.59,-267.59,-213.91,-160.23
-92.65,-107.29,-63.37,4.95,-63.37,-87.77,-121.93,-214.65,-248.81,-258.57,-204.89,-146.33
-28.11,-47.63,-8.59,59.73,1.17,-28.11,-67.15,-159.87,-189.15,-198.91,-145.23,-96.43
54.8,30.4,59.68,128.0,79.2,45.04,10.88,-81.84,-111.12,-120.88,-72.08,-18.4
101.83,82.31,111.59,170.15,126.23,96.95,48.15,-49.45,-73.85,-83.61,-34.81,18.87
97.3,87.54,116.82,160.74,116.82,102.18,48.5,-49.1,-68.62,-78.38,-39.34,19.22
29.09,38.85,82.77,112.05,43.73,58.37,-0.19,-102.67,-127.07,-131.95,-88.03,-34.35
-49.31,-68.83,-20.03,58.05,-15.15,-44.43,-68.83,-171.31,-200.59,-200.59,-151.79,-98.11
-83.36,-117.52,-88.24,-5.28,-54.08,-102.88,-127.28,-229.76,-259.04,-268.8,-200.48,-156.56
-83.01,-107.41,-83.01,-19.57,-58.61,-97.65,-126.93,-224.53,-263.57,-278.21,-214.77,-161.09
-45.74,-55.5,-21.34,27.46,-26.22,-40.86,-84.78,-187.26,-226.3,-236.06,-167.74,-128.7
27.41,22.53,56.69,100.61,46.93,37.17,-11.63,-104.35,-143.39,-153.15,-89.71,-55.55
82.19,57.79,96.83,174.91,111.47,77.31,52.91,-39.81,-78.85,-88.61,-34.93,8.99
91.21,52.17,96.09,198.57,130.25,71.69,76.57,-21.03,-50.31,-64.95,-1.51,32.65
61.62,22.58,56.74,149.46,95.78,37.22,32.34,-70.14,-99.42,-104.3,-50.62,-11.58
-14.47,-24.23,14.81,68.49,9.93,-4.71,-53.51,-146.23,-170.63,-175.51,-131.59,-87.67
-69.13,-74.01,-44.73,-5.69,-54.49,-59.37,-122.81,-215.53,-244.81,-244.81,-196.01,-152.09
-91.78,-130.82,-101.54,-13.7,-57.62,-116.18,-130.82,-228.42,-262.58,-257.7,-194.26,-160.1
-65.21,-118.89,-84.73,32.39,-21.29,-104.25,-89.61,-192.09,-226.25,-226.25,-157.93,-128.65
13.1,-30.82,-6.42,86.3,47.26,-21.06,-21.06,-123.54,-157.7,-157.7,-108.9,-64.98
81.65,47.49,71.89,149.97,110.93,57.25,42.61,-50.11,-94.03,-98.91,-40.35,-1.31
103.34,74.06,108.22,186.3,132.62,88.7,78.94,-18.66,-62.58,-67.46,-18.66,30.14
80.69,46.53,80.69,168.53,114.85,61.17,56.29,-41.31,-90.11,-94.99,-41.31,2.61
11.39,-22.77,16.27,108.99,45.55,-3.25,-3.25,-110.61,-149.65,-159.41,-110.61,-52.05
-54.94,-79.34,-45.18,28.02,-25.66,-64.7,-84.22,-186.7,-225.74,-230.62,-186.7,-128.14
-94.29,-118.69,-84.53,-11.33,-65.01,-104.05,-118.69,-226.05,-260.21,-269.97,-216.29,-162.61
-85.27,-104.79,-65.75,2.57,-55.99,-85.27,-109.67,-217.03,-251.19,-260.95,-197.51,-148.71
-25.61,-30.49,8.55,57.35,-6.09,-10.97,-54.89,-157.37,-196.41,-201.29,-132.97,-84.17
52.42,42.66,76.82,125.62,71.94,57.3,13.38,-93.98,-128.14,-133.02,-59.82,-15.9
99.45,79.93,114.09,177.53,123.85,94.57,65.29,-42.07,-76.23,-81.11,-17.67,36.01
94.92,75.4,109.56,173.0,119.32,90.04,60.76,-36.84,-85.64,-85.64,-27.08,31.48
36.47,12.07,51.11,129.19,65.75,31.59,12.07,-90.41,-134.33,-144.09,-80.65,-22.09
-32.17,-46.81,-12.65,45.91,-7.77,-32.17,-61.45,-163.93,-212.73,-222.49,-159.05,-100.49
-90.62,-95.5,-56.46,-7.66,-71.1,-75.98,-115.02,-217.5,-266.3,-271.18,-212.62,-158.94
-90.27,-80.51,-46.35,-26.83,-80.51,-65.87,-129.31,-231.79,-280.59,-280.59,-226.91,-178.11
-43.24,-57.88,-23.72,34.84,-18.84,-43.24,-72.52,-175.0,-218.92,-228.68,-160.36,-121.32
25.03,-18.89,20.15,127.51,64.07,0.63,5.51,-101.85,-145.77,-145.77,-72.57,-38.41
84.69,40.77,79.81,187.17,123.73,60.29,65.17,-37.31,-86.11,-86.11,-12.91,26.13
98.59,69.31,108.35,191.31,132.75,88.83,83.95,-23.41,-72.21,-67.33,-8.77,44.91
64.12,39.72,73.88,147.08,93.4,54.36,29.96,-67.64,-116.44,-116.44,-38.36,0.68
2.67,-21.73,2.67,66.11,27.07,-11.97,-36.37,-138.85,-192.53,-187.65,-114.45,-65.65
-66.63,-95.91,-66.63,6.57,-37.35,-81.27,-95.91,-198.39,-247.19,-252.07,-173.99,-130.07
-94.16,-118.56,-84.4,-11.2,-64.88,-103.92,-123.44,-221.04,-274.72,-274.72,-206.4,-157.6
-52.95,-82.23,-57.83,10.49,-28.55,-72.47,-87.11,-194.47,-233.51,-243.27,-179.83,-126.15
15.6,-8.8,15.6,79.04,40.0,0.96,-23.44,-125.92,-169.84,-179.6,-116.16,-67.36
79.27,49.99,79.27,152.47,108.55,64.63,45.11,-57.37,-101.29,-106.17,-42.73,10.95
110.72,86.32,115.6,183.92,135.12,100.96,76.56,-25.92,-69.84,-74.72,-11.28,42.4
83.19,58.79,92.95,166.15,112.47,73.43,44.15,-53.45,-102.25,-102.25,-38.81,14.87
23.65,-5.63,23.65,96.85,52.93,9.01,-10.51,-117.87,-166.67,-166.67,-98.35,-44.67
-52.44,-91.48,-57.32,35.4,-18.28,-76.84,-81.72,-174.44,-233.0,-237.88,-159.8,-106.12
-96.67,-125.95,-86.91,-3.95,-62.51,-106.43,-116.19,-213.79,-272.35,-272.35,-199.15,-145.47
-92.53,-107.17,-58.37,14.83,-63.25,-82.77,-97.41,-195.01,-253.57,-258.45,-185.25,-126.69
-23.11,-42.63,-3.59,64.73,6.17,-23.11,-52.39,-145.11,-198.79,-203.67,-135.35,-81.67
50.04,40.28,79.32,133.0,74.44,59.8,25.64,-67.08,-115.88,-125.64,-47.56,-8.52
106.83,82.43,111.71,180.03,131.23,97.07,72.67,-20.05,-73.73,-78.61,-15.17,33.63
97.42,53.5,87.66,190.14,136.46,68.14,77.9,-19.7,-63.62,-83.14,-5.06,43.74
43.85,9.69,43.85,131.69,78.01,24.33,24.33,-73.27,-117.19,-131.83,-53.75,-4.95
-29.67,-58.95,-24.79,53.29,-0.39,-44.31,-63.83,-156.55,-205.35,-215.11,-137.03,-88.23
-88.12,-107.64,-68.6,-0.28,-58.84,-88.12,-112.52,-210.12,-263.8,-268.68,-190.6,-141.8
-82.89,-107.29,-78.01,-9.69,-58.49,-92.65,-112.17,-214.65,-268.33,-273.21,-190.25,-151.21
-40.74,-70.02,-35.86,42.22,-11.46,-55.38,-65.14,-167.62,-226.18,-231.06,-138.34,-113.94
32.41,3.13,37.29,115.37,61.69,17.77,12.89,-89.59,-143.27,-157.91,-79.83,-45.67
92.07,67.67,101.83,175.03,121.35,82.31,72.55,-25.05,-83.61,-93.37,-5.53,18.87
105.97,76.69,110.85,188.93,135.25,91.33,86.45,-16.03,-64.83,-84.35,3.49,27.89
66.62,51.98,86.14,144.7,91.02,66.62,47.1,-60.26,-113.94,-118.82,-50.5,-11.46
-9.47,-24.11,14.93,78.37,14.93,-4.59,-24.11,-126.59,-170.51,-185.15,-111.95,-68.03
-69.01,-93.41,-59.25,13.95,-39.73,-78.77,-83.65,-191.01,-234.93,-249.57,-171.49,-132.45
-86.78,-125.82,-96.54,-8.7,-52.62,-111.18,-106.3,-213.66,-257.58,-272.22,-194.14,-150.22
-65.09,-104.13,-65.09,32.51,-26.05,-84.61,-79.73,-177.33,-235.89,-240.77,-162.69,-118.77
8.34,-16.06,18.1,91.3,37.62,-1.42,-16.06,-113.66,-172.22,-181.98,-103.9,-59.98
72.01,67.13,106.17,154.97,91.53,86.65,47.61,-49.99,-113.43,-113.43,-45.11,3.69
108.34,93.7,127.86,186.42,132.74,108.34,74.18,-18.54,-81.98,-91.74,-23.42,30.26
75.93,51.53,95.45,178.41,110.09,71.05,61.29,-26.55,-85.11,-99.75,-31.43,17.37
6.63,-42.17,6.63,128.63,55.43,-17.77,11.51,-76.33,-139.77,-149.53,-81.21,-27.53
-59.7,-88.98,-45.06,42.78,-25.54,-69.46,-74.34,-162.18,-220.74,-230.5,-162.18,-108.5
-94.17,-103.93,-64.89,-11.21,-69.77,-84.41,-118.57,-206.41,-260.09,-274.73,-201.53,-157.61
-85.15,-104.67,-60.75,12.45,-55.87,-85.15,-99.79,-197.39,-246.19,-255.95,-182.75,-138.83
-20.61,-54.77,-15.73,76.99,13.55,-35.25,-35.25,-132.85,-186.53,-191.41,-123.09,-69.41
52.54,18.38,57.42,150.14,86.7,37.9,47.66,-54.82,-108.5,-118.26,-45.06,3.74
99.57,65.41,104.45,197.17,133.73,84.93,89.81,-2.91,-61.47,-76.11,-2.91,50.77
95.04,70.64,109.68,187.76,124.32,90.16,80.4,-17.2,-85.52,-90.4,-12.32,41.36
36.59,12.19,56.11,139.07,70.75,31.71,31.71,-70.77,-129.33,-139.09,-41.49,-7.33
-22.29,-61.33,-32.05,55.79,11.87,-46.69,-46.69,-144.29,-202.85,-217.49,-119.89,-85.73
-75.86,-110.02,-80.74,2.22,-46.58,-95.38,-95.38,-192.98,-256.42,-266.18,-178.34,-139.3
-80.39,-109.67,-80.39,-7.19,-51.11,-95.03,-109.67,-207.27,-265.83,-270.71,-207.27,-148.71
-43.12,-57.76,-18.72,44.72,-18.72,-38.24,-52.88,-150.48,-204.16,-213.92,-145.6,-96.8
15.39,15.39,69.07,122.75,39.79,39.79,20.27,-82.21,-140.77,-145.65,-72.45,-33.41
89.69,65.29,104.33,182.41,118.97,84.81,79.93,-22.55,-85.99,-90.87,-12.79,26.25
113.35,84.07,113.35,186.55,142.63,98.71,98.71,-8.65,-72.09,-72.09,20.63,45.03
69.12,39.84,74.0,152.08,98.4,54.48,54.48,-43.12,-111.44,-111.44,-18.72,10.56
-11.85,-41.13,2.79,90.63,22.31,-21.61,-6.97,-109.45,-182.65,-187.53,-89.93,-55.77
-71.39,-110.43,-71.39,26.21,-32.35,-90.91,-76.27,-173.87,-242.19,-251.95,-154.35,-120.19
-108.68,-133.08,-79.4,13.32,-69.64,-108.68,-103.8,-201.4,-269.72,-274.6,-181.88,-152.6
-72.35,-86.99,-38.19,35.01,-43.07,-62.59,-72.35,-165.07,-233.39,-243.15,-160.19,-121.15
1.08,-13.56,30.36,98.68,30.36,5.96,-3.8,-101.4,-169.72,-184.36,-111.16,-57.48
59.87,25.71,79.39,186.75,103.79,50.11,74.51,-27.97,-86.53,-101.17,-13.33,11.07
105.96,57.16,96.2,208.44,149.88,76.68,105.96,8.36,-55.08,-64.84,23.0,57.16
78.43,34.51,78.43,190.67,122.35,54.03,83.31,-19.17,-82.61,-87.49,-4.53,44.27
18.89,-20.15,18.89,116.49,57.93,-0.63,14.01,-83.59,-147.03,-151.91,-83.59,-25.03
-52.32,-62.08,-23.04,30.64,-27.92,-42.56,-66.96,-164.56,-223.12,-237.76,-159.68,-106.0
-96.55,-91.67,-47.75,-8.71,-77.03,-72.15,-111.19,-203.91,-272.23,-281.99,-208.79,-155.11
-82.65,-97.29,-53.37,14.95,-53.37,-77.77,-82.65,-180.25,-248.57,-268.09,-190.01,-131.45
-18.11,-71.79,-32.75,89.25,25.81,-52.27,-18.11,-115.71,-179.15,-203.55,-125.47,-71.79
55.04,11.12,50.16,157.52,94.08,30.64,50.16,-42.56,-106.0,-130.4,-47.44,-3.52
111.83,77.67,106.95,189.91,141.11,92.31,97.19,4.47,-63.85,-78.49,-0.41,53.27
107.3,92.66,121.94,175.62,126.82,107.3,87.78,-9.82,-68.38,-87.9,-14.7,43.86
53.73,39.09,68.37,122.05,73.25,53.73,39.09,-63.39,-126.83,-136.59,-73.15,-9.71
-19.79,-24.67,4.61,43.65,-5.15,-10.03,-39.31,-132.03,-200.35,-205.23,-136.91,-73.47
-73.36,-78.24,-48.96,-9.92,-58.72,-63.6,-92.88,-175.84,-249.04,-249.04,-185.6,-122.16
-63.25,-77.89,-63.25,-24.21,-48.61,-73.01,-87.65,-170.61,-243.81,-243.81,-180.37,-126.69
-16.22,-40.62,-25.98,27.7,3.3,-35.74,-30.86,-123.58,-191.9,-196.78,-133.34,-74.78
56.93,32.53,47.17,100.85,76.45,37.41,42.29,-50.43,-113.87,-128.51,-65.07,-1.63
121.47,111.71,121.47,145.87,131.23,116.59,101.95,9.23,-54.21,-68.85,-5.41,48.27
130.49,120.73,135.37,164.65,140.25,125.61,115.85,28.01,-35.43,-54.95,13.37,71.93
91.14,76.5,91.14,130.18,105.78,81.38,66.74,-21.1,-79.66,-94.3,-16.22,37.46
15.05,5.29,24.81,58.97,29.69,15.05,-9.35,-102.07,-160.63,-180.15,-82.55,-43.51
-49.37,-59.13,-39.61,-5.45,-34.73,-49.37,-88.41,-181.13,-239.69,-254.33,-181.13,-112.81
-57.38,-76.9,-72.02,-37.86,-47.62,-76.9,-111.06,-203.78,-267.22,-276.98,-203.78,-135.46
-30.81,-55.21,-45.45,3.35,-16.17,-50.33,-64.97,-157.69,-226.01,-230.89,-162.57,-99.13
42.62,3.58,8.46,71.9,62.14,3.58,13.34,-79.38,-152.58,-162.34,-94.02,-35.46
125.81,67.25,57.49,135.57,150.21,62.37,106.29,13.57,-74.27,-84.03,-15.71,42.85
157.26,108.46,98.7,162.14,176.78,103.58,132.86,40.14,-42.82,-52.58,35.26,74.3
139.49,105.33,90.69,129.73,149.25,95.57,110.21,7.73,-75.23,-84.99,-6.91,51.65
60.43,55.55,55.55,65.31,60.43,55.55,50.67,-51.81,-125.01,-139.65,-42.05,-3.01
-20.54,3.86,13.62,-10.78,-30.3,8.74,-30.3,-127.9,-201.1,-205.98,-108.38,-69.34
-45.25,-40.37,-45.25,-55.01,-50.13,-45.25,-69.65,-162.37,-225.81,-235.57,-167.25,-103.81
-26.47,-31.35,-41.11,-41.11,-31.35,-36.23,-55.75,-143.59,-211.91,-216.79,-138.71,-89.91
33.19,38.07,28.31,13.67,23.43,33.19,-0.97,-88.81,-152.25,-157.13,-88.81,-35.13
101.46,135.62,130.74,77.06,81.94,130.74,72.18,-10.78,-79.1,-79.1,-10.78,38.02
148.49,187.53,182.65,119.21,124.09,182.65,128.97,41.13,-27.19,-27.19,26.49,99.69
139.08,183.0,183.0,119.56,114.68,183.0,139.08,46.36,-26.84,-26.84,26.84,100.04
90.39,119.67,114.79,65.99,70.87,114.79,105.03,17.19,-60.89,-70.65,-21.85,56.23
26.63,26.63,11.99,-2.65,16.87,16.87,46.15,-41.69,-119.77,-134.41,-80.73,-7.53
-12.3,-22.06,-51.34,-65.98,-22.06,-36.7,2.34,-90.38,-168.46,-187.98,-119.66,-61.1
-16.83,-31.47,-60.75,-65.63,-26.59,-46.11,2.69,-94.91,-177.87,-192.51,-119.31,-65.63
20.44,5.8,-13.72,-8.84,15.56,-3.96,39.96,-52.76,-130.84,-150.36,-72.28,-23.48
88.71,74.07,59.43,69.19,88.71,64.31,83.83,0.87,-72.33,-82.09,-4.01,49.67
148.37,119.09,104.45,133.73,153.25,109.33,109.33,31.25,-32.19,-37.07,31.25,109.33
162.27,128.11,113.47,152.51,172.03,118.35,108.59,35.39,-32.93,-32.93,45.15,118.35
118.04,88.76,79.0,113.16,127.8,83.88,54.6,-8.84,-72.28,-77.16,10.68,83.88
46.83,2.91,-6.85,51.71,61.47,-1.97,-26.37,-94.69,-158.13,-163.01,-65.41,2.91
-27.35,-56.63,-56.63,-12.71,-12.71,-56.63,-90.79,-163.99,-222.55,-232.31,-139.59,-71.27
-54.88,-84.16,-79.28,-30.48,-40.24,-84.16,-113.44,-191.52,-250.08,-259.84,-157.36,-93.92
-33.19,-72.23,-57.59,15.61,-8.79,-67.35,-72.23,-150.31,-208.87,-223.51,-125.91,-62.47
30.48,-13.44,6.08,93.92,59.76,-3.68,1.2,-81.76,-140.32,-159.84,-72.0,6.08
99.03,59.99,79.51,157.59,128.31,69.75,59.99,-32.73,-96.17,-110.81,-22.97,50.23
115.84,86.56,120.72,198.8,145.12,101.2,106.08,3.6,-64.72,-79.36,23.12,81.68
